date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01 00:00:00,9.2,1.2,12.1,0,0,219,9.4,18.4,1027.3,6
2022-01-02 00:00:00,6.5,0.8,11.4,3.3,0,134,10.8,36.4,1020.3,66
2022-01-03 00:00:00,8.8,7.1,12,4,0,225,18,75.2,1014.9,0
2022-01-04 00:00:00,7.3,3.3,11.4,14,0,199,15.8,43.9,1000.5,0
2022-01-05 00:00:00,2.6,1.4,5,0.8,0,236,21.2,53.6,1007.2,60
2022-01-06 00:00:00,1,-4.5,3.9,0,0,256,14,35.3,1019.1,84
2022-01-07 00:00:00,-1.2,-4.5,0.9,2.2,0,142,13,29.5,1019.2,0
2022-01-08 00:00:00,0.3,-1.4,1.5,4.1,30,164,15.1,43.9,1011.6,54
2022-01-09 00:00:00,2.1,0.2,3.7,1.1,30,201,18.4,52.6,1003,0
2022-01-10 00:00:00,1.4,-0.5,3.5,0,0,320,5,15.5,1021.5,0
2022-01-11 00:00:00,1.6,-0.8,3.6,0,0,15,6.1,16.6,1034.3,0
2022-01-12 00:00:00,-0.9,-3.9,0.9,0,0,108,5,13,1040.1,90
2022-01-13 00:00:00,-0.1,-3.3,2.6,0,0,174,6.1,18.4,1042.2,60
2022-01-14 00:00:00,-0.7,-4.7,5.2,0,0,75,7.2,16.6,1036.6,486
2022-01-15 00:00:00,0,-2.6,3.4,0,0,54,5.8,18.4,1031,30
2022-01-16 00:00:00,0.3,-0.6,2,0,0,220,13,40,1027.9,0
2022-01-17 00:00:00,2.8,1.8,3.8,0.6,0,258,23,55.1,1032.1,0
2022-01-18 00:00:00,3.2,1.3,5.8,0,0,313,5.8,20.5,1037.9,96
2022-01-19 00:00:00,1.9,-0.3,3.3,0.3,0,168,14.8,42.5,1028.3,144
2022-01-20 00:00:00,1.4,-0.7,3.4,2,0,271,24.5,59.8,1024.5,108
2022-01-21 00:00:00,-0.7,-4.9,1.4,0.3,10,271,15.5,42.5,1031.6,96
2022-01-22 00:00:00,2.9,1.3,3.9,0.8,0,272,19.8,40,1031.7,0
2022-01-23 00:00:00,3.4,2.3,4.7,0.1,0,308,6.1,14.8,1035.6,0
2022-01-24 00:00:00,2.4,-2.4,3.9,0,0,89,6.1,20.5,1035.7,0
2022-01-25 00:00:00,-1.4,-4.2,-0.4,0,0,127,4.7,14.8,1034.8,0
2022-01-26 00:00:00,-0.6,-0.9,-0.1,0,0,275,11.2,32,1032.9,0
2022-01-27 00:00:00,-0.2,-2.2,2.9,0.4,0,245,18,46.4,1028.2,0
2022-01-28 00:00:00,2.9,1.5,4.6,0,0,266,21.2,44.3,1032.1,36
2022-01-29 00:00:00,3.9,2.2,6.5,0.1,0,242,21.6,58.7,1028,0
2022-01-30 00:00:00,4.7,1.8,6.4,0,0,269,27.4,60.5,1025.5,120
2022-01-31 00:00:00,2.4,0.3,3.9,6.4,0,242,21.6,61.2,1011.9,0
2022-02-01 00:00:00,2.2,0.4,5,2.2,0,264,24.5,53.6,1016.1,0
2022-02-02 00:00:00,4.9,-1,7.6,0.2,0,273,24.1,64.1,1017.2,168
2022-02-03 00:00:00,4.8,-1.7,8.4,0.1,0,156,10.8,28.4,1019.9,0
2022-02-04 00:00:00,5.6,2.8,7.1,1.2,0,235,15.1,82.1,1015,18
2022-02-05 00:00:00,2.8,1,5.3,0,0,243,17.6,46.8,1023,162
2022-02-06 00:00:00,4.7,2,7,11.1,0,224,25.2,67.3,1012.2,0
2022-02-07 00:00:00,2.8,1.3,5.2,0,0,276,27,61.6,1019.8,174
2022-02-08 00:00:00,4.2,1.1,6.2,0.1,0,232,13.7,40.7,1031.6,0
2022-02-09 00:00:00,6.4,1.1,11.1,0,0,207,10.4,29.5,1029.1,222
2022-02-10 00:00:00,4.1,-2.3,9.6,0,0,182,14.8,50.8,1023.8,240
2022-02-11 00:00:00,3.5,0.7,5.2,0.2,0,256,18.7,51.1,1028.3,132
2022-02-12 00:00:00,1,-4.8,6.7,0,0,111,11.2,36.4,1031.9,540
2022-02-13 00:00:00,2.5,-4.6,10.9,0,0,128,13.3,25.2,1020.5,576
2022-02-14 00:00:00,5.3,-0.9,10.7,3,0,127,14.8,29.5,1010.2,138
2022-02-15 00:00:00,4.8,1.8,7.9,0.6,0,177,10.8,31.3,1014.5,72
2022-02-16 00:00:00,6.5,1.9,10.9,2.7,0,187,19.8,50.8,1008,0
2022-02-17 00:00:00,9.1,4.8,12.9,2.5,0,254,37.4,88.9,1006.2,222
2022-02-18 00:00:00,9,4.7,13.9,0.3,0,207,20.2,105.1,1008.5,24
2022-02-19 00:00:00,5.3,1.9,8.1,0.3,0,237,27.4,66.6,1016.5,342
2022-02-20 00:00:00,6.8,2.6,9.6,2.5,0,223,27,59.4,1014.2,0
2022-02-21 00:00:00,5.9,2.4,10,0.6,0,243,33.8,88.2,1005.3,138
2022-02-22 00:00:00,5.2,2.6,7.6,1.7,0,259,25.2,54.4,1019.4,114
2022-02-23 00:00:00,5.7,-1.5,10.5,0,0,247,14.8,50.8,1026.1,534
2022-02-24 00:00:00,5.5,-2.5,13.5,0.6,0,161,16.6,74.5,1017.5,288
2022-02-25 00:00:00,2.6,0.3,6.9,0.1,0,249,19.4,57.2,1024.9,300
2022-02-26 00:00:00,2.1,-2.6,5.5,0,0,333,7.6,27.7,1034.1,60
2022-02-27 00:00:00,1.9,-2.6,7.5,0,0,80,11.9,44.3,1034.5,618
2022-02-28 00:00:00,1.4,-5,8.2,0,0,37,8.3,27.7,1033.8,636
2022-03-01 00:00:00,0.9,-5,8.3,0,0,95,11.2,26.6,1031.7,618
2022-03-02 00:00:00,0.6,-5.3,7.5,0,0,86,5.8,16.6,1025.6,66
2022-03-03 00:00:00,0.9,-7.2,9.2,0,0,45,7.6,25.9,1020.3,630
2022-03-04 00:00:00,0.6,-5.8,7.4,0,0,53,7.9,27.7,1022,540
2022-03-05 00:00:00,1.2,-3.6,5.8,0,0,78,10.1,33.5,1023,114
2022-03-06 00:00:00,0.8,-1.3,3.4,0,0,43,11.5,25.9,1023.9,162
2022-03-07 00:00:00,-0.2,-4.5,4.5,0,0,61,12.2,45.7,1026.4,630
2022-03-08 00:00:00,0.9,-7.9,8.9,0,0,86,8.6,36.4,1025.3,660
2022-03-09 00:00:00,3.2,-5.7,12.9,0,0,108,5.4,19.8,1026.2,672
2022-03-10 00:00:00,4.7,-4.7,13.6,0,0,102,10.4,38.9,1027,672
2022-03-11 00:00:00,3.9,-4.3,11.6,0,0,97,18.4,46.8,1022.9,666
2022-03-12 00:00:00,3.8,-3.3,11.7,0,0,90,10.8,31.3,1022.3,642
2022-03-13 00:00:00,5.9,-2.8,14.5,0,0,98,12.2,27,1019,684
2022-03-14 00:00:00,4.7,-2.4,12.2,0.4,0,108,9.7,34.6,1027.9,144
2022-03-15 00:00:00,5,-1.2,11.1,7.5,0,218,8.3,33.5,1026.5,0
2022-03-16 00:00:00,7.5,0.8,13.5,0,0,79,10.4,31.3,1026.5,408
2022-03-17 00:00:00,7.5,3.2,10.5,0,0,64,9,22.3,1028.5,0
2022-03-18 00:00:00,7.4,2.4,11.8,0,0,14,14.4,37.8,1039.2,348
2022-03-19 00:00:00,4.4,-0.5,9.9,0.8,0,13,12.2,57.2,1037.9,342
2022-03-20 00:00:00,7.6,0.1,14.2,0,0,94,17.6,42.1,1032.2,672
2022-03-21 00:00:00,6,-1,14.3,0,0,97,9.4,24.1,1034.1,672
2022-03-22 00:00:00,7,-2.8,17,0,0,78,6.5,29.5,1033,720
2022-03-23 00:00:00,7.3,-3.4,18.7,0,0,66,4.3,18.4,1030.8,714
2022-03-24 00:00:00,7.6,-2.6,18.6,0,0,15,6.1,24.1,1028.5,702
2022-03-25 00:00:00,8.3,-1.9,17.6,0,0,15,7.9,36.4,1028.3,690
2022-03-26 00:00:00,8.4,-1.9,18,0,0,10,6.5,29.2,1029.8,702
2022-03-27 00:00:00,10,-0.3,19.7,0,0,29,5.8,27.7,1029.2,690
2022-03-28 00:00:00,11.6,2.1,20.6,0,0,193,8.6,35.3,1021.8,666
2022-03-29 00:00:00,10.4,2.6,16.6,0.2,0,22,9.4,25.9,1010.6,408
2022-03-30 00:00:00,7.5,4,10.1,4,0,345,8.6,25.9,1002.3,0
2022-03-31 00:00:00,5.5,3.7,8.1,2,0,29,9,24.1,997.7,6
2022-04-01 00:00:00,1.7,-0.4,4.7,9.6,0,0,13,31.3,1000.6,0
2022-04-02 00:00:00,0.1,-1.6,1.9,0.5,50,357,12.2,31.3,1011.8,0
2022-04-03 00:00:00,0.4,-3.1,4.2,0,30,324,10.1,27,1021,480
2022-04-04 00:00:00,2,-5.3,7,0.1,0,194,20.9,55.4,1016.5,480
2022-04-05 00:00:00,6.4,4,8.8,0.9,0,240,23,50,1009.8,0
2022-04-06 00:00:00,10.5,7.8,15.2,0.1,0,231,16.9,46.4,1005.9,198
2022-04-07 00:00:00,10.7,8.1,15,1.3,0,217,28.8,78.8,996.1,84
2022-04-08 00:00:00,5.3,0.1,8.8,22.3,0,263,16.6,59.8,999.5,54
2022-04-09 00:00:00,3.5,0.1,8.9,0.1,20,286,20.5,64.8,1011.1,312
2022-04-10 00:00:00,3.9,-1.5,8.1,0,0,260,13.7,37.1,1021.1,330
2022-04-11 00:00:00,6.1,-2.4,13.8,0,0,108,11.2,31,1020.1,738
2022-04-12 00:00:00,11,-0.4,20.1,0,0,110,11.9,29.5,1015.8,720
2022-04-13 00:00:00,13.4,5.2,22.1,0,0,93,8.6,22.7,1016.4,654
2022-04-14 00:00:00,13.5,3.9,21.4,0.1,0,341,9.4,33.5,1019,612
2022-04-15 00:00:00,12.2,5.9,18.1,0,0,315,11.9,42.1,1024.3,522
2022-04-16 00:00:00,8.4,3.2,12.7,0,0,15,14,46.4,1030.6,558
2022-04-17 00:00:00,7.4,-0.7,14.5,0,0,50,8.6,35.6,1027.9,798
2022-04-18 00:00:00,9,-0.6,16.1,0,0,28,7.2,34.6,1019.1,792
2022-04-19 00:00:00,8.3,-0.2,16,0,0,10,11.5,47.5,1014.1,756
2022-04-20 00:00:00,8,-1,15.1,0,0,35,10.1,36.4,1015.1,756
2022-04-21 00:00:00,9.5,5.3,14.4,0,0,35,9.7,31.3,1010.8,186
2022-04-22 00:00:00,10.9,5.1,17.8,0,0,49,14,44.3,1004.4,642
2022-04-23 00:00:00,10.8,4.1,14.9,0.2,0,79,15.8,43.2,1004.5,108
2022-04-24 00:00:00,8.9,7.4,10.2,11.5,0,139,10.8,44.3,1001.1,6
2022-04-25 00:00:00,9.5,6.9,13.2,5.2,0,354,8.6,20.5,1010.4,30
2022-04-26 00:00:00,8.7,7.1,10.9,8.1,0,93,10.4,30.2,1015.5,0
2022-04-27 00:00:00,10.3,4.4,15.6,0,0,28,6.5,22.3,1023.6,282
2022-04-28 00:00:00,10.6,1,18.3,0,0,349,5.8,25.2,1028.1,732
2022-04-29 00:00:00,12.4,2.2,20,0,0,99,6.1,22.3,1025.9,684
2022-04-30 00:00:00,11.8,6.9,16.6,0.5,0,317,8.3,31,1021.7,126
2022-05-01 00:00:00,11.6,8.5,14.8,0.1,0,309,6.1,16.6,1020.8,174
2022-05-02 00:00:00,13.4,6.6,19.3,0.1,0,61,6.8,33.8,1016.8,492
2022-05-03 00:00:00,13.2,6.5,19.7,1.2,0,42,6.1,29.5,1015.5,264
2022-05-04 00:00:00,12.9,6.2,20.8,0.5,0,74,6.5,38.2,1016.7,606
2022-05-05 00:00:00,13.6,9,19.4,4.3,0,16,7.2,32.8,1020,282
2022-05-06 00:00:00,13.8,9.3,17.9,0,0,10,7.9,33.8,1023,42
2022-05-07 00:00:00,14,5.4,21,0,0,0,7.2,29.2,1022.3,528
2022-05-08 00:00:00,14.8,5.8,22.4,0,0,37,7.6,35.3,1023.5,588
2022-05-09 00:00:00,16.5,7.9,24.1,0,0,37,7.9,27.7,1024.5,654
2022-05-10 00:00:00,17.9,8.3,24.9,0,0,153,8.6,37.1,1020.4,696
2022-05-11 00:00:00,21.1,12.6,27.9,0,0,177,14,38.2,1014.7,756
2022-05-12 00:00:00,19.5,16.2,23.7,0,0,239,16.9,50,1017.3,444
2022-05-13 00:00:00,17.2,7.8,21.4,0,0,264,14.8,47.5,1019.6,612
2022-05-14 00:00:00,15.5,6.3,23.6,0,0,343,9,27,1021,852
2022-05-15 00:00:00,17.3,6.7,25.5,0,0,55,6.1,29.2,1018.9,804
2022-05-16 00:00:00,18,9.2,24.8,0.2,0,177,12.2,44.3,1018.1,372
2022-05-17 00:00:00,18.5,13,24.1,0,0,297,11.9,33.5,1021.1,744
2022-05-18 00:00:00,19.8,13.3,27,0,0,97,9.7,27.7,1023.1,642
2022-05-19 00:00:00,20.7,10.5,29.8,9.7,0,138,11.5,82.8,1021.4,828
2022-05-20 00:00:00,20.7,14.4,30.3,5.2,0,144,11.5,96.5,1018.9,588
2022-05-21 00:00:00,15.6,9.5,19.4,0,0,288,17.3,42.5,1021.2,582
2022-05-22 00:00:00,16.2,8.7,22.8,0,0,35,7.2,27.7,1015.5,726
